Diameter of Largest Included Sphere (A),Diameter of Largest Free Sphere (A),Diameter of Largest Included Sphere Along Free Sphere Path (A),Unit Cell Volume (A^3),Density (g/cm^3),AV per unit cell (A^3),AV Void Fraction,AV per mass (cm^3/g),NAV per unit cell (A^3),NAV Void Fraction,NAV per mass (cm^3/g),ASA per unit cell (A^2),ASA (m^2/cm^3),ASA per mass (m^2/g),NASA per unit cell (A^2),NASA (m^2/cm^3),NASA per mass (m^2/g),y
48.35609,34.98307,48.35609,119160,0.230705,99272.1,0.8331,3.6111,0,0,0,9132.97,766.447,3322.19,0,0,0,1
48.49957,35.44449,48.49957,118870,0.231269,98607,0.82954,3.58691,0,0,0,9545.66,803.036,3472.31,0,0,0,1
36.5777,26.12627,36.5777,66238.8,0.375948,49083,0.741,1.97102,0,0,0,7065.17,1066.62,2837.15,0,0,0,1
39.97695,27.12654,39.97695,80421.8,0.303436,62819.1,0.78112,2.57425,0,0,0,7809.37,971.05,3200.18,0,0,0,1
39.76701,26.8273,39.63145,80291.5,0.303929,62612.9,0.77982,2.5658,0,0,0,7767.44,967.405,3183,0,0,0,1
40.48294,27.20287,40.48294,85384,0.298426,66698.5,0.78116,2.6176,0,0,0,8143.76,953.78,3196.04,0,0,0,1
41.03507,27.56064,39.10541,89362.6,0.28469,70562.5,0.78962,2.77362,0,0,0,8315.21,930.502,3268.48,0,0,0,1
41.03507,27.56064,39.10541,89362.6,0.28469,70562.5,0.78962,2.77362,0,0,0,8315.21,930.502,3268.48,0,0,0,1
41.14609,27.20503,41.11825,88672.6,0.286905,69865.2,0.7879,2.74621,0,0,0,8217.58,926.732,3230.1,0,0,0,1
44.67619,29.37985,44.67619,108549,0.23878,88971.1,0.81964,3.43262,0,0,0,8822.52,812.768,3403.84,0,0,0,1
44.6836,29.50854,44.52151,109397,0.236928,89449.8,0.81766,3.45109,0,0,0,9282.75,848.535,3581.41,0,0,0,1
42.39116,28.19839,42.39116,98909.4,0.267703,78791.2,0.7966,2.97569,0,0,0,8780.7,887.752,3316.19,0,0,0,1
39.47452,26.99215,39.31037,79163.8,0.30662,61556.2,0.77758,2.53597,0,0,0,7903.09,998.322,3255.89,0,0,0,1
39.74424,27.08593,39.74424,79493.5,0.305348,61841.2,0.77794,2.54771,0,0,0,7859.4,988.685,3237.89,0,0,0,1
40.84021,27.27615,40.84021,84109.6,0.301405,65514.6,0.77892,2.58429,0,0,0,7977.12,948.42,3146.66,0,0,0,1
42.10493,27.38049,42.10493,88212.9,0.28693,69324.8,0.78588,2.73893,0,0,0,8324.39,943.671,3288.86,0,0,0,1
42.10493,27.38049,42.10493,88212.9,0.28693,69324.8,0.78588,2.73893,0,0,0,8324.39,943.671,3288.86,0,0,0,1
41.20428,27.61008,40.96488,88143.2,0.287156,69418.1,0.78756,2.74262,0,0,0,8177.7,927.774,3230.9,0,0,0,1
45.54286,30.03567,45.54286,107636,0.2396,88130,0.81878,3.41727,0,0,0,8749.41,812.872,3392.61,0,0,0,1
44.52965,30.12428,39.68245,107659,0.239549,87772,0.81528,3.40339,0,0,0,9212.76,855.737,3572.28,0,0,0,1
42.48123,27.81207,40.11374,97299.9,0.270798,77454.6,0.79604,2.93961,0,0,0,8645.15,888.505,3281.07,0,0,0,1
38.03595,26.61511,38.03595,72570.8,0.330221,55507.9,0.76488,2.31626,0,0,0,7318.36,1008.44,3053.84,0,0,0,1
39.05144,27.05964,39.02271,78735.7,0.303345,61572.9,0.78202,2.57799,0,0,0,7743.62,983.495,3242.17,0,0,0,1
39.4602,26.94764,39.4602,78674.8,0.30358,61470.2,0.78132,2.57369,0,0,0,7648.51,972.168,3202.35,0,0,0,1
39.85238,27.16127,39.85238,83413.8,0.299254,65284.6,0.78266,2.61537,0,0,0,7785.25,933.329,3118.85,0,0,0,1
41.19651,27.45435,41.19651,87517.6,0.284763,69158.2,0.79022,2.77501,0,0,0,8073.05,922.448,3239.36,0,0,0,1
41.19651,27.45435,41.19651,87517.6,0.284763,69158.2,0.79022,2.77501,0,0,0,8073.05,922.448,3239.36,0,0,0,1
41.2852,27.31937,41.2852,87178.5,0.28587,68933.8,0.79072,2.76601,0,0,0,7940.78,910.864,3186.28,0.291381,0.0334235,0.116918,1
45.52783,30.26601,44.52982,106936,0.23753,87991,0.82284,3.46415,0,0,0,8526.89,797.384,3356.98,0,0,0,1
44.26331,30.54362,44.20728,106668,0.238125,87333.7,0.81874,3.43828,0,0,0,8917.96,836.045,3510.95,0,0,0,1
43.97917,28.10415,40.80705,96811.9,0.268143,77486.3,0.80038,2.9849,0,0,0,8378.71,865.463,3227.62,0,0,0,1
42.12254,27.74116,42.05198,102641,0.261664,82044.8,0.79934,3.05483,0,0,0,9010.76,877.894,3355.04,0,0,0,1
43.47099,28.60352,42.67741,113087,0.232551,92765,0.8203,3.5274,0,0,0,9305.32,822.848,3538.36,0,0,0,1
43.24225,28.16874,41.59586,111708,0.235421,91064.2,0.8152,3.46273,0,0,0,9598.07,859.212,3649.68,0,0,0,1
36.74029,25.28176,36.73975,69099.2,0.367312,51337.9,0.74296,2.02269,0,0,0,7246.47,1048.71,2855.08,0,0,0,1
37.51074,24.90745,37.51074,74628.6,0.326985,56413.3,0.75592,2.31179,0,0,0,7890.32,1057.28,3233.41,0,0,0,1
37.62743,24.63926,37.62743,74512.4,0.333757,56510.2,0.7584,2.27231,0,0,0,7767.39,1042.43,3123.32,0.0464855,0.00623863,0.0186921,1
43.37553,28.99265,43.37553,102451,0.252793,81940.3,0.7998,3.16385,0,0,0,9388.06,916.346,3624.88,0,0,0,1
45.10686,29.44299,45.10686,107753,0.239796,86878.9,0.80628,3.36236,0,0,0,9655.76,896.103,3736.94,0,0,0,1
45.10686,29.44299,45.10686,107753,0.239796,86878.9,0.80628,3.36236,0,0,0,9655.76,896.103,3736.94,0,0,0,1
44.57465,29.36864,44.57465,107197,0.241039,86553.1,0.80742,3.34975,0,0,0,9529.09,888.932,3687.92,0,0,0,1
44.65019,29.36946,44.65019,108219,0.238763,87341.4,0.80708,3.38026,0,0,0,9641.29,890.906,3731.34,0.0329497,0.00304472,0.0127521,1
44.65019,29.36946,44.65019,108219,0.238763,87341.4,0.80708,3.38026,0,0,0,9641.29,890.906,3731.34,0.0329497,0.00304472,0.0127521,1
44.25053,29.41399,42.15408,107420,0.240538,86626,0.80642,3.35257,0,0,0,9568.2,890.724,3703.05,0.0329497,0.00306735,0.0127521,1
37.55482,24.83364,37.55482,74356.6,0.330587,55987.6,0.75296,2.27764,0,0,0,7882.12,1060.04,3206.55,0.0329497,0.0044313,0.0134043,1
37.02249,24.69769,37.02249,73636.6,0.323665,55840.1,0.75832,2.34291,0,0,0,7822.35,1062.29,3282.07,0,0,0,1
37.46513,24.62402,37.46513,73529.9,0.323998,55996,0.76154,2.35044,0,0,0,7756.52,1054.88,3255.82,0,0,0,1
40.16779,27.07118,40.10356,85507.7,0.299393,66572.9,0.77856,2.60046,0,0,0,8016.47,937.514,3131.38,0,0,0,1
41.15578,27.4638,41.05592,89884.7,0.284367,70771.6,0.78736,2.76881,0,0,0,8384.33,932.787,3280.22,0,0,0,1
41.15578,27.4638,41.05592,89884.7,0.284367,70771.6,0.78736,2.76881,0,0,0,8384.33,932.787,3280.22,0,0,0,1
41.07701,27.45824,40.54638,89440,0.285781,70459,0.78778,2.75658,0,0,0,8265.94,924.188,3233.9,0,0,0,1
44.85376,29.10057,44.20935,109275,0.238288,89498.5,0.81902,3.4371,0,0,0,8926.95,816.924,3428.31,0,0,0,1
45.15809,29.20123,44.19965,109356,0.238111,89256.6,0.8162,3.42781,0,0,0,9340.07,854.096,3586.96,0,0,0,1
45.45157,29.57424,45.45157,120374,0.227584,98145.9,0.81534,3.58259,0,0,0,10160.4,844.068,3708.82,0,0,0,1
36.7582,24.22777,36.60937,69329.3,0.372998,51027.8,0.73602,1.97326,0,0,0,7430.25,1071.73,2873.3,0,0,0,1
36.31945,24.83768,36.31945,74535.6,0.337013,56114.8,0.75286,2.23392,0,0,0,7964.61,1068.56,3170.69,0,0,0,1
43.41909,29.15943,43.35984,102215,0.25689,81334.4,0.79572,3.09751,0,0,0,9379.49,917.625,3572.06,0,0,0,1
44.65455,29.24152,44.65455,107447,0.243821,86397.8,0.8041,3.29792,0,0,0,9770.19,909.306,3729.41,0,0,0,1
44.65455,29.24152,44.65455,107447,0.243821,86397.8,0.8041,3.29792,0,0,0,9770.19,909.306,3729.41,0,0,0,1
45.11344,29.36676,45.11344,107392,0.243945,86407.6,0.8046,3.29829,0,0,0,9672.23,900.648,3692.02,0,0,0,1
44.70164,29.35955,44.36271,108091,0.242367,86853.1,0.80352,3.3153,0,0,0,9756.22,902.595,3724.08,0,0,0,1
44.70164,29.35955,44.36271,108091,0.242367,86853.1,0.80352,3.3153,0,0,0,9756.22,902.595,3724.08,0,0,0,1
44.8617,29.10654,44.8617,106522,0.245937,85537.1,0.803,3.26506,0,0,0,9731.76,913.593,3714.74,0,0,0,1
36.7846,24.89027,36.7846,74561.2,0.334495,56116.2,0.75262,2.25002,0,0,0,7855.96,1053.63,3149.9,0,0,0,1
36.3487,24.67271,36.3487,73648.8,0.328486,55710.9,0.75644,2.30281,0,0,0,7737.09,1050.54,3198.12,0,0,0,1
36.76706,24.71016,36.76706,73710.3,0.328076,55901.9,0.7584,2.31166,0,0,0,7797.43,1057.85,3224.4,0.131799,0.0178806,0.0545015,1
40.01698,27.26812,40.01698,85541.6,0.300674,66659.2,0.77926,2.59171,0,0,0,8116.41,948.826,3155.67,0,0,0,1
40.95461,27.52951,40.95461,89803,0.285959,70482.8,0.78486,2.74466,0,0,0,8441.9,940.047,3287.35,0,0,0,1
40.95461,27.52951,40.95461,89803,0.285959,70482.8,0.78486,2.74466,0,0,0,8441.9,940.047,3287.35,0,0,0,1
40.83435,27.33098,39.95458,89479.8,0.286991,70411.7,0.7869,2.74189,0,0,0,8377.23,936.214,3262.17,0,0,0,1
45.40286,29.20973,43.15469,109555,0.238773,89595.9,0.81782,3.4251,0,0,0,8966.47,818.448,3427.73,0,0,0,1
44.48029,29.16625,44.47785,109370,0.239177,89061.8,0.81432,3.40468,0,0,0,9378.96,857.548,3585.42,0,0,0,1
46.0738,29.63553,45.60225,121111,0.229164,98390.3,0.8124,3.54506,0,0,0,10347.9,854.416,3728.4,0,0,0,1
27.44432,20.70902,27.44432,35651.2,0.613433,22992.9,0.64494,1.05136,0,0,0,4469.36,1253.64,2043.64,0,0,0,1
33.11492,24.07596,33.11492,48507.9,0.434369,35151.8,0.72466,1.6683,7.76127,0.00016,0.00036835,5477.92,1129.28,2599.82,33.0236,6.80788,15.673,1
36.05353,25.01332,36.05353,61282.7,0.361083,45922.8,0.74936,2.07531,0,0,0,6603.45,1077.54,2984.19,0,0,0,1
34.07353,24.3624,33.94691,57047.5,0.397658,41943.6,0.73524,1.84893,0,0,0,6257.92,1096.97,2758.57,0,0,0,1
34.22983,24.37985,34.17782,57225,0.395739,41997.4,0.7339,1.8545,0,0,0,6316.67,1103.83,2789.29,0,0,0,1
34.49992,24.61413,34.49992,58994.1,0.39539,43562.5,0.73842,1.86757,0,0,0,6398.78,1084.65,2743.23,0.0329497,0.00558524,0.0141259,1
36.33898,25.17132,36.30328,66681.5,0.330643,51402.1,0.77086,2.33139,0,0,0,6808.08,1020.98,3087.87,0,0,0,1
36.26469,25.01043,36.26469,66554.8,0.331273,51291.1,0.77066,2.32636,0,0,0,6831.47,1026.44,3098.48,0,0,0,1
37.48105,25.73553,37.41596,70779.1,0.32673,54744.8,0.77346,2.36728,0,0,0,6911.3,976.461,2988.59,0,0,0,1
37.55501,25.86349,37.55501,74543.4,0.309692,58167.7,0.78032,2.51967,0,0,0,7243.91,971.77,3137.86,0.145813,0.0195608,0.0631621,1
37.55501,25.86349,37.55501,74543.4,0.309692,58167.7,0.78032,2.51967,0,0,0,7243.91,971.77,3137.86,0.145813,0.0195608,0.0631621,1
38.02453,25.56155,37.96885,73698.6,0.313242,57369.9,0.77844,2.48511,0,0,0,7180.3,974.278,3110.31,0,0,0,1
31.2814,24.00499,31.2814,56366.2,0.512635,39980.6,0.7093,1.38364,0,0,0,6373.49,1130.73,2205.72,0,0,0,1
31.20028,22.93723,31.20028,56379.3,0.497108,39064.1,0.69288,1.39382,1.12759,2.00E-05,4.02E-05,6514.31,1155.44,2324.34,2.17235,0.385311,0.775105,1
33.15891,24.28644,33.02679,56465.3,0.420167,40185.2,0.71168,1.6938,0,0,0,6381.59,1130.18,2689.84,0,0,0,1
31.26703,22.46006,31.19318,56401.2,0.436165,39955.7,0.70842,1.6242,0,0,0,6608.49,1171.69,2686.35,2.16229,0.383377,0.878971,1
33.74613,24.26306,33.74613,56287.6,0.427105,40663.3,0.72242,1.69144,0,0,0,6311.68,1121.33,2625.41,0.521404,0.092632,0.216884,1
31.58272,23.9388,31.58272,56387,0.422147,40364.1,0.71584,1.69571,0,0,0,6463.48,1146.27,2715.34,0,0,0,1
32.1377,23.92978,32.1377,58941.8,0.444393,41491.5,0.70394,1.58405,0,0,0,6801.06,1153.86,2596.49,5.9002,1.00102,2.25256,1
32.75267,24.46468,32.75267,56386.5,0.423541,40675,0.72136,1.70316,0,0,0,6284.67,1114.57,2631.55,0,0,0,1
31.42039,23.87558,31.42039,56428.8,0.445919,40098.3,0.7106,1.59356,0,0,0,6344.57,1124.35,2521.42,0,0,0,1
41.37653,27.00771,39.82812,92161.1,0.255684,75076.2,0.81462,3.18604,0,0,0,7763.42,842.375,3294.59,0,0,0,1
41.31321,26.87436,41.31321,91746.5,0.25684,74210,0.80886,3.14928,0,0,0,8148.21,888.122,3457.88,0,0,0,1
32.19384,23.08414,32.19384,56410.1,0.623713,38805.7,0.68792,1.10294,0,0,0,6364.5,1128.26,1808.93,0.405667,0.0719139,0.1153,1
31.01968,22.53695,30.79041,56449.6,0.471105,38692.8,0.68544,1.45496,0,0,0,6721.6,1190.72,2527.52,0.0528416,0.00936084,0.01987,1
32.86883,24.36012,32.63521,56351.8,0.452064,40471.9,0.7182,1.58871,0,0,0,6293.31,1116.79,2470.42,0,0,0,1
34.25348,24.38528,34.18745,56540.1,0.399837,41441.6,0.73296,1.83315,0,0,0,6213.48,1098.95,2748.5,0,0,0,1
40.07558,25.82977,40.07558,82873.9,0.291083,65569.9,0.7912,2.71813,0,0,0,7587.4,915.535,3145.28,0,0,0,1
33.77282,24.48776,33.77282,59062.6,0.390864,43452.4,0.7357,1.88224,1.18125,2.00E-05,5.12E-05,6401.64,1083.87,2773.02,2.28928,0.387602,0.991655,1
33.7803,24.22591,33.7803,59025.9,0.399217,42734.7,0.724,1.81355,0,0,0,6589.79,1116.42,2796.53,0,0,0,1
26.90879,21.04874,26.90879,35677.7,0.665287,23012.8,0.64502,0.969536,0,0,0,4492.38,1259.16,1892.65,0,0,0,1
33.19359,24.15107,33.19359,50623.7,0.439231,36659.7,0.72416,1.6487,0,0,0,5689.84,1123.95,2558.9,0,0,0,1
35.4037,24.79931,35.4037,59412,0.383668,44234.6,0.74454,1.94058,0,0,0,6317.71,1063.37,2771.59,0,0,0,1
34.65272,24.53096,34.49007,55448.8,0.421141,40506.5,0.73052,1.73462,0,0,0,6070,1094.7,2599.38,4.36028,0.786362,1.86722,1
34.09326,24.42339,34.02327,55433.6,0.420549,40279.2,0.72662,1.72779,0,0,0,6041.78,1089.91,2591.64,0,0,0,1
35.03537,24.61931,35.03537,57187.5,0.419534,41912.7,0.7329,1.74694,0,0,0,6132.63,1072.37,2556.1,0,0,0,1
37.56635,25.17404,37.32409,64601.5,0.351605,49439.5,0.7653,2.17659,0,0,0,6741.37,1043.53,2967.91,0,0,0,1
37.06246,25.30719,37.06246,64825.3,0.35039,49562.9,0.76456,2.18202,0,0,0,6613.16,1020.15,2911.47,0,0,0,1
37.66059,25.39767,37.51238,68855.6,0.345535,52721.3,0.76568,2.21592,0,0,0,6753.32,980.796,2838.48,10.977,1.59421,4.61375,1
39.06149,25.52074,39.06149,72343.1,0.328322,55957.4,0.7735,2.35592,0,0,0,7117.12,983.8,2996.45,0,0,0,1
39.06149,25.52074,39.06149,72343.1,0.328322,55957.4,0.7735,2.35592,0,0,0,7117.12,983.8,2996.45,0,0,0,1
38.30009,25.66679,38.25879,72088,0.329484,55933,0.7759,2.35489,0,0,0,6952.86,964.497,2927.29,0,0,0,1
32.14637,23.3946,32.14637,54661.9,0.540809,38299.4,0.70066,1.29558,0,0,0,6360.67,1163.64,2151.66,0,0,0,1
31.20959,22.83182,31.20959,54656.1,0.524972,37577.2,0.68752,1.30963,0,0,0,6188.93,1132.34,2156.95,5.57125,1.01933,1.94168,1
32.20445,23.85549,32.20445,54594.3,0.446772,38567.6,0.70644,1.58121,6.55132,0.00012,0.00026859,6139.71,1124.61,2517.18,34.3959,6.30027,14.1018,1
30.97423,23.52682,29.74171,54663.6,0.462221,38406.6,0.7026,1.52005,0,0,0,6252.13,1143.75,2474.46,0,0,0,1
32.97479,24.47581,32.97479,54838.6,0.450542,39543,0.72108,1.60047,0,0,0,6055.46,1104.23,2450.9,0,0,0,1
32.52879,23.88334,32.52879,54602.2,0.44815,38873.5,0.71194,1.58862,0,0,0,6096.17,1116.47,2491.29,1.51773,0.277961,0.62024,1
31.55126,22.23968,31.55126,57292.1,0.46882,40125.1,0.70036,1.49388,0,0,0,6674.94,1165.07,2485.11,0.0464855,0.00811377,0.0173068,1
32.75804,24.32474,32.75804,54670.3,0.449027,39148.3,0.71608,1.59474,0,0,0,6111.32,1117.85,2489.5,0,0,0,1
32.05324,23.70328,32.05324,54617.1,0.472911,38391.4,0.70292,1.48637,0,0,0,6233.39,1141.29,2413.33,0,0,0,1
43.15638,28.26581,43.04105,89748.8,0.269982,72685.8,0.80988,2.99976,0,0,0,7536.13,839.691,3110.18,0,0,0,1
42.01978,28.52098,42.01959,89697.3,0.270137,72202.7,0.80496,2.97982,0,0,0,8065.96,899.243,3328.84,0,0,0,1
31.29602,23.25712,31.26533,54626.9,0.656273,37221.7,0.68138,1.03826,0,0,0,6178.15,1130.97,1723.33,0.614375,0.112468,0.171373,1
30.46162,22.79827,30.46162,54585.4,0.499402,37301.5,0.68336,1.36836,0,0,0,6437.38,1179.32,2361.47,0,0,0,1
32.83432,24.38559,31.66679,54654.1,0.478299,38961.8,0.71288,1.49045,0,0,0,6057.77,1108.38,2317.34,2.42491,0.443682,0.927626,1
34.50183,24.39066,34.50154,54788,0.424786,39951.4,0.7292,1.71663,0,0,0,5915.28,1079.67,2541.67,0,0,0,1
32.51549,23.94034,32.51549,48026.1,0.473791,33775.8,0.70328,1.48437,0,0,0,5407.1,1125.87,2376.3,0,0,0,1
39.20739,26.17406,39.16318,80561.8,0.307709,63497.2,0.78818,2.56145,1.61124,2.00E-05,6.50E-05,7195.17,893.125,2902.5,24.9864,3.10152,10.0794,1
33.26942,24.70906,33.26942,57415.4,0.413684,41738.7,0.72696,1.75728,0,0,0,6246.74,1087.99,2630,0,0,0,1
33.02142,24.53262,32.96778,57406.4,0.422088,41505.9,0.72302,1.71296,0,0,0,6357.9,1107.52,2623.92,0,0,0,1
25.81933,19.8059,25.81933,35519.3,0.656024,22673.4,0.63834,0.973043,0,0,0,4493.59,1265.11,1928.45,1.48637,0.418467,0.637883,1
32.49875,24.16642,32.4595,50496.7,0.438185,36461.6,0.72206,1.64784,0,0,0,5697.56,1128.3,2574.94,2.27539,0.450601,1.02834,1
35.61201,24.75808,35.57875,59440.2,0.38166,44219.9,0.74394,1.94922,0,0,0,6345.46,1067.54,2797.09,0,0,0,1
34.58301,24.4091,34.57423,55189.9,0.421149,40106.5,0.7267,1.72552,0,0,0,6102.18,1105.67,2625.36,0,0,0,1
35.1925,24.44111,35.1925,55373.4,0.419045,40227.7,0.72648,1.73366,0,0,0,6121.99,1105.58,2638.34,0,0,0,1
35.39908,24.50915,35.39908,57160.7,0.417831,41851.9,0.73218,1.75234,6.85929,0.00012,0.0002872,6005.4,1050.62,2514.46,33.4459,5.8512,14.0038,1
36.8699,25.2002,36.8699,64576.7,0.350058,49124.8,0.76072,2.17313,0,0,0,6678.19,1034.15,2954.22,0,0,0,1
37.51347,25.1508,37.46421,64551,0.350197,49216.2,0.76244,2.17717,0,0,0,6580.27,1019.39,2910.9,0,0,0,1
37.60501,25.45621,37.60501,68880.3,0.343835,52719.6,0.76538,2.22601,0,0,0,6773.03,983.304,2859.82,0.335462,0.0487021,0.141644,1
38.12878,25.85529,37.33848,72610,0.32562,56256.8,0.77478,2.3794,0,0,0,7134.76,982.614,3017.67,0,0,0,1
38.12878,25.85529,37.33848,72610,0.32562,56256.8,0.77478,2.3794,0,0,0,7134.76,982.614,3017.67,0,0,0,1
38.14706,25.67881,38.14706,71988.7,0.32843,55830.1,0.77554,2.36135,0,0,0,6926.42,962.154,2929.55,0,0,0,1
32.28481,24.1543,32.26086,54680.3,0.538641,38339.7,0.70116,1.30172,0,0,0,6117.3,1118.74,2076.97,0.0329497,0.00602587,0.0111872,1
31.86389,23.49491,31.86389,54621.7,0.523315,37619.1,0.68872,1.31607,0,0,0,6100.92,1116.94,2134.36,0,0,0,1
32.41346,24.00325,32.41346,54651.2,0.44432,38414.3,0.7029,1.58197,0,0,0,6263.9,1146.16,2579.58,0.876279,0.16034,0.360867,1
31.28743,23.95181,31.28743,54784.4,0.459219,38411.5,0.70114,1.52681,0,0,0,6321.18,1153.83,2512.59,0.0329497,0.00601443,0.0130971,1
33.07691,24.39596,33.03763,54796.8,0.448904,39418.6,0.71936,1.60248,0,0,0,6051.57,1104.37,2460.14,0,0,0,1
32.54636,23.43081,32.54636,54677.7,0.445545,38933.8,0.71206,1.59818,0,0,0,6129.71,1121.06,2516.16,1.09936,0.201061,0.45127,1
31.01219,22.99024,31.01219,57262.8,0.467164,39905.3,0.69688,1.49172,2.29051,4.00E-05,8.56E-05,6688.32,1168,2500.2,12.5507,2.19178,4.69167,1
32.48627,24.50688,32.48627,54708,0.446732,39197.2,0.71648,1.60382,0,0,0,6087.4,1112.71,2490.77,0.680987,0.124477,0.278638,1
32.04279,23.26035,32.03394,54554.5,0.471463,38285.3,0.70178,1.48852,0,0,0,6154.36,1128.11,2392.79,0,0,0,1
42.563,28.23693,41.76283,89657.8,0.269044,72579.8,0.80952,3.00887,0,0,0,7548.78,841.955,3129.43,0,0,0,1
41.40848,28.51509,41.40848,89726,0.26884,72155.9,0.80418,2.9913,0,0,0,7931.88,884.011,3288.24,0,0,0,1
31.23153,23.13659,31.21769,54639.3,0.654136,37097.9,0.67896,1.03795,2.18557,4.00E-05,6.11E-05,6175.67,1130.26,1727.87,24.4092,4.46733,6.82936,1
31.42397,22.50812,31.42397,54746.9,0.495946,37196.1,0.67942,1.36995,0,0,0,6353.84,1160.58,2340.14,8.52242,1.55669,3.13884,1
32.80811,24.33852,32.02764,54623.4,0.47658,38843.8,0.71112,1.49213,0,0,0,6025.25,1103.05,2314.52,4.44668,0.81406,1.70813,1
35.26702,24.49409,35.26702,54849.2,0.422332,39815,0.7259,1.71879,0,0,0,5935.09,1082.07,2562.14,0,0,0,1
32.0134,23.73876,32.0134,47884.3,0.472926,33358.2,0.69664,1.47304,0,0,0,5575.72,1164.41,2462.15,0,0,0,1
40.95853,25.95084,40.95853,80477.6,0.306681,63184.5,0.78512,2.56005,1.60955,2.00E-05,6.52E-05,7395.3,918.927,2996.36,8.4934,1.05537,3.44127,1
33.72874,24.79453,33.72737,57283.7,0.41274,41511.2,0.72466,1.75573,0,0,0,6273.46,1095.15,2653.38,0,0,0,1
32.89409,24.40831,32.89409,57357.1,0.420557,41236.3,0.71894,1.70949,0,0,0,6331.95,1103.95,2624.97,0,0,0,1
27.02286,20.70372,26.94075,35513.5,0.595567,22962.3,0.64658,1.08565,0,0,0,4473.96,1259.79,2115.28,0,0,0,1
32.92596,24.22973,32.92596,50498.3,0.427524,36464.8,0.7221,1.68903,0,0,0,5707.2,1130.18,2643.54,0,0,0,1
34.58312,24.84451,34.58312,59416.8,0.37276,44397.4,0.74722,2.00456,0,0,0,6285.15,1057.81,2837.77,0.355588,0.0598464,0.160549,1
34.32499,24.40705,34.32499,55362.1,0.410127,40621.4,0.73374,1.78906,0,0,0,5975.51,1079.35,2631.75,0,0,0,1
34.7821,24.51902,34.7821,55479.7,0.40855,40483.6,0.7297,1.78607,2.21919,4.00E-05,9.79E-05,5990.4,1079.75,2642.87,30.1409,5.43279,13.2977,1
35.10685,24.58673,34.87426,57244.8,0.407823,41975.4,0.73326,1.79798,0,0,0,6214.2,1085.55,2661.81,0.567889,0.0992036,0.243251,1
37.21361,25.23018,37.15242,64720.6,0.340971,49510,0.76498,2.24353,0,0,0,6638.38,1025.7,3008.16,0,0,0,1
37.78486,25.11524,37.67269,64851.2,0.340285,49698,0.76634,2.25206,0,0,0,6649.12,1025.29,3013.03,0.259144,0.0399598,0.117431,1
37.78247,25.56008,37.78247,68957.3,0.335653,53014.4,0.7688,2.29046,0,0,0,6725.05,975.248,2905.53,0,0,0,1
38.56042,25.59792,38.16638,72537.1,0.318534,56278.6,0.77586,2.43572,0,0,0,7056.08,972.754,3053.84,0,0,0,1
38.56042,25.59792,38.16638,72537.1,0.318534,56278.6,0.77586,2.43572,0,0,0,7056.08,972.754,3053.84,0,0,0,1
38.91665,25.77441,38.91665,72132.4,0.320321,56016.6,0.77658,2.42438,0,0,0,6915.93,958.783,2993.19,0,0,0,1
31.10535,23.498,31.10535,54634,0.529256,38146.5,0.69822,1.31925,0,0,0,6273.91,1148.35,2169.75,0,0,0,1
31.04612,22.86046,31.04612,54585.7,0.513809,37361.7,0.68446,1.33213,0,0,0,6321.77,1158.14,2254.02,0.0857912,0.0157168,0.0305888,1
32.06046,24.16584,32.06046,54610.1,0.434808,38588.6,0.70662,1.62513,0,0,0,6096.58,1116.38,2567.53,1.47929,0.270882,0.622992,1
31.72537,23.44316,31.72537,54818.6,0.449124,38613.1,0.70438,1.56834,0,0,0,6200.77,1131.14,2518.56,0,0,0,1
33.80629,24.53795,33.7475,54713.1,0.439763,39428.4,0.72064,1.6387,0,0,0,6121.86,1118.9,2544.33,0.986259,0.18026,0.409903,1
32.71519,23.89532,32.71519,54610.4,0.436248,38907.7,0.71246,1.63315,0,0,0,6167.33,1129.33,2588.74,7.70744,1.41135,3.2352,1
31.17354,22.49648,31.17354,57193,0.458333,40396.5,0.70632,1.54106,0,0,0,6399.01,1118.85,2441.12,0,0,0,1
33.06537,24.26351,33.06537,54514.4,0.438455,39067.2,0.71664,1.63447,0,0,0,6220.26,1141.03,2602.39,0,0,0,1
32.35205,23.78206,32.35205,54756,0.459908,38599.7,0.70494,1.53279,0,0,0,6127.77,1119.1,2433.32,2.21884,0.405223,0.881096,1
41.82152,28.15079,41.82152,89468.5,0.263604,72489.2,0.81022,3.07363,0,0,0,7612.6,850.869,3227.83,0,0,0,1
31.46478,23.43538,31.4241,54559.1,0.645242,37356.6,0.6847,1.06115,0,0,0,6105.29,1119.02,1734.27,1.03874,0.190387,0.295063,1
31.37734,23.01033,31.37734,54705.9,0.486488,37368.5,0.68308,1.4041,0,0,0,6407.33,1171.23,2407.52,0.248233,0.0453759,0.0932724,1
33.14924,24.40328,33.14924,54563.3,0.46725,38904.7,0.71302,1.52599,0,0,0,6061.22,1110.86,2377.44,0,0,0,1
34.07455,24.46128,34.06815,54755.2,0.413237,40057.8,0.73158,1.77036,0,0,0,5928.93,1082.81,2620.31,0,0,0,1
31.83717,23.88697,31.83717,48005.2,0.460535,33754.3,0.70314,1.52679,0,0,0,5527.85,1151.51,2500.38,0,0,0,1
40.01474,26.16324,40.0114,80816.3,0.298742,63599.2,0.78696,2.63424,0,0,0,7412.83,917.244,3070.35,0,0,0,1
